game_id,source_url
2202118,https://fhsuathletics.com/sports/mens-soccer/stats/2021/southern-nazarene/boxscore/10178
2202119,https://fhsuathletics.com/sports/mens-soccer/stats/2021/rogers-state/boxscore/10179
2202120,https://fhsuathletics.com/sports/mens-soccer/stats/2021/northeastern-state/boxscore/10680
2202121,https://fhsuathletics.com/sports/mens-soccer/stats/2021/wisconsin-parkside/boxscore/10180
2202122,https://fhsuathletics.com/sports/mens-soccer/stats/2021/lake-erie-college/boxscore/10181
2202123,https://fhsuathletics.com/sports/mens-soccer/stats/2021/indianapolis/boxscore/10887
2202201,https://fhsuathletics.com/sports/mens-soccer/stats/2022/csu-pueblo/boxscore/12128
2202202,https://fhsuathletics.com/sports/mens-soccer/stats/2022/uc-colorado-springs/boxscore/12129
2202203,https://fhsuathletics.com/sports/mens-soccer/stats/2022/rockhurst/boxscore/12130
2202204,https://fhsuathletics.com/sports/mens-soccer/stats/2022/msu-denver/boxscore/12131
2202205,https://fhsuathletics.com/sports/mens-soccer/stats/2022/midwestern-state/boxscore/12132
2202206,https://fhsuathletics.com/sports/mens-soccer/stats/2022/texas-am-international/boxscore/12133
2202207,https://fhsuathletics.com/sports/mens-soccer/stats/2022/rogers-state/boxscore/12134
2202208,https://fhsuathletics.com/sports/mens-soccer/stats/2022/newman/boxscore/12135
2202209,https://fhsuathletics.com/sports/mens-soccer/stats/2022/ouachita-baptist/boxscore/12136
2202210,https://fhsuathletics.com/sports/mens-soccer/stats/2022/harding/boxscore/12137
2202211,https://fhsuathletics.com/sports/mens-soccer/stats/2022/southern-nazarene/boxscore/12138
2202212,https://fhsuathletics.com/sports/mens-soccer/stats/2022/northeastern-state/boxscore/12139
2202213,https://fhsuathletics.com/sports/mens-soccer/stats/2022/newman/boxscore/12140
2202214,https://fhsuathletics.com/sports/mens-soccer/stats/2022/ouachita-baptist/boxscore/12141
2202215,https://fhsuathletics.com/sports/mens-soccer/stats/2022/harding/boxscore/12142
2202216,https://fhsuathletics.com/sports/mens-soccer/stats/2022/southern-nazarene/boxscore/12143
2202217,https://fhsuathletics.com/sports/mens-soccer/stats/2022/northeastern-state/boxscore/12144
2202218,https://fhsuathletics.com/sports/mens-soccer/stats/2022/rogers-state/boxscore/12145
